# Sentences appearing in many DISTINCT patents, with the vocabulary they carry.
# Each passage is ONE attestation regardless of how many documents repeat it.
# docs	n_terms	terms	passage
29	1	cleaning	the surfactant is typically present at a level of from about 0.1%, from about 1%, or even from about 5% by weight of the cleaning compositions to about 99.9%, to about 80%, to about 35%, or even to about 30% by weight of the cleaning compositions.
29	1	acid	g se39 from wacker h diethylenetriaminepentaacetic acid.
29	1	aspect	the lower alkyl alcohols useful herein are monohydric alcohols having 1 to 6 carbons, in one aspect, ethanol and isopropanol.
29	1	origin	alternatively one may use preformed resins alkylolated polyamines such as those commercially available under the trademark urac® (origin: cytec technology corp.), cymel® (origin: cytec technology corp.), urecoll® or luracoll® (origin: basf).
29	1	chemicals	preferred aliphatic polyisocyanates are a trimer of hexamethylene diisocyanate, a trimer of isophorone diisocyanate, a trimethylol propane-adduct of hexamethylene diisocyanate (available from mitsui chemicals) or a biuret of hexamethylene diisocyanate (commercially available from bayer under the tradename desmodur® n 100), among which a biuret of hexamethylene diisocyanate is even more preferred.
29	1	optionally	optionally a c 1 -c 4 compounds comprising two nh 2 functional groups;
29	1	fatty	glycerol mono- and diesters and sorbitan mono- and diesters of saturated and unsaturated fatty acids containing 6 to 22 carbon atoms and ethylene oxide addition products thereof;
29	1	application	the compounds can be employed in widely varying amounts, depending upon the specific application and on the nature and quantity of other odorant ingredients.
29	1	formulation	in addition to the compounds of the present invention, other materials can also be used in conjunction with the fragrance formulation.
28	1	defined	consequently, a perfuming consumer product which comprises: i) as perfuming ingredient, at least one compound of formula (i), as defined above;
28	1	medium	some of the above-mentioned consumer product bases may represent an aggressive medium for the invention&#39;s compound, so that it may be necessary to protect the latter from premature decomposition, for example by encapsulation or by chemically bounding it to another chemical which is suitable to release the invention&#39;s ingredient upon a suitable external stimulus, such as an enzyme, light, heat or a change of ph.
28	1	art	for the sake of clarity, by the expression “any one of its stereoisomers”, or the similar, it is meant the normal meaning understood by a person skilled in the art, i.e.
28	1	resulting	the resulting mixture is cooled to 40° c.
28	1	rate	they lower the partial pressure of the individual components, thus also reducing their rate of diffusion.
28	1	synthetic	perfume oils which may be mentioned are, for example, mixtures of natural and synthetic fragrances.
28	1	corresponding	polysiloxane/polyalkyl polyether copolymers and corresponding derivatives;
28	1	regarding	a key requirement from the industry regarding these systems is to survive suspension in challenging bases without physically dissociating or degrading.
28	1	underarm	underarm sprays, roll-ons, deodorant sticks and deodorant creams, products of decorative cosmetics such as e.g.
27	1	comprise	builders—the compositions of the present invention can comprise one or more detergent builders or builder systems.
27	1	bleach	cobalt bleach catalysts useful herein are known, and are described, for example, in u.s.
27	1	formulation	the amount of the compounds of the present invention employed in a fragrance formulation varies from about 0.005 to about 70 weight percent, preferably from 0.005 to about 50 weight percent, more preferably from about 0.5 to about 25 weight percent, and even more preferably from about 1 to about 10 weight percent.
27	1	base	by “perfumery base” what is meant here is a composition comprising at least one perfuming co-ingredient.
27	1	fatty	the addition products of ethylene oxide and/or propylene oxide onto fatty alcohols, fatty acids, alkylphenols, glycerol mono- and diesters and sorbitan mono- and diesters of fatty acids or onto castor oil are known commercially available products.
27	1	contain	suitable polyols preferably contain 2 to 15 carbon atoms and at least two hydroxyl groups.
27	1	contain	the polyols may contain other functional groups, more especially amino groups, or may be modified with nitrogen.
27	1	average	alkylene glycols such as, for example, ethylene glycol, diethylene glycol, propylene glycol, butylene glycol, hexylene glycol and polyethylene glycols with an average molecular weight of 100 to 1000 dalton;
27	1	technical	technical oligoglycerol mixtures with a degree of self-condensation of 1.5 to 10, such as for example technical diglycerol mixtures with a diglycerol content of 40 to 50% by weight;
27	1	process	suitable equipment for use in the processes disclosed herein may include continuous stirred tank reactors, homogenizers, turbine agitators, recirculating pumps, paddle mixers, plough shear mixers, ribbon blenders, vertical axis granulators and drum mixers, both in batch and, where available, in continuous process configurations, spray dryers, and extruders.
27	1	activity	esterase inhibitors inhibit enzyme activity and thus reduce odor formation.
27	1	properties	the term “anti-bacterial agents” as used herein encompasses substances which have bactericidal and/or bacteriostatic properties.
26	1	malodor	the term “fragrance product” means a consumer product containing a fragrance ingredient that adds fragrance or masks malodor.
26	1	defined	the fragrance product of the present invention contains a compound of the present invention and further a complementary fragrance compound as defined above.
26	1	formulation	the term “olfactory acceptable amount” is understood to mean the amount of a compound in a fragrance formulation, wherein the compound will contribute its individual olfactory characteristics.
26	1	color	it might also be an ingredient that provides additional benefits such as imparting color or texture.
26	1	synthetic	chemically modified waxes (hard waxes) such as, for example, montan ester waxes, sasol waxes, hydrogenated jojoba waxes and synthetic waxes such as, for example, polyalkylene waxes and polyethylene glycol waxes.
26	1	acid	other substances which are suitable esterase inhibitors are sterol sulfates or phosphates, such as, for example, lanosterol, cholesterol, campesterol, stigmasterol and sitosterol sulfate or phosphate, dicarboxylic acids and esters thereof, such as, for example, glutaric acid, monoethyl glutarate, diethyl glutarate, adipic acid, monoethyl adipate, diethyl adipate, malonic acid and diethyl malonate, hydroxycarboxylic acids and esters thereof, such as, for example, citric acid, malic acid, tartaric
26	1	application	the invention&#39;s microcapsules can advantageously be used in many application fields and used in consumer products.
26	1	defined	consequently, another object of the present invention consists of a perfumed consumer product comprising as a perfuming ingredient, the microcapsules defined above or a perfuming composition as defined above.
26	1	end	without an adequate purification, in which the compound of the invention would be involved as a starting, intermediate or end-product could not be considered as a perfuming composition according to the invention.
26	1	mixed	the remaining ingredients of phase a are mixed separately by addition of one after the other while mixing well after each adjunction.
26	1	washing	the term “substantivity” describes the interaction of an aroma chemical with a surface, such as for example the skin or a textile, especially after subsequent treatment of the surface, such as for example washing.
