# INDEPENDENT ATTESTATIONS — distinct sentences a term was harvested from.
# A sentence copied into 100 patents is ONE attestation.
# Uses vocab.py's own PRE/POST/STOP, so `docs` matches vocab.py exactly.
# term	docs	attestations	copy_factor	top_share	top_sentence
rice	2	2	1.00	0.500	[0009] the 6-methyl-7-oxa-1-thia-4-azaspiro[4.4]nonane is much appreciated by perfumers for its odor which is cereal-like and remarkably natural, having cracker and pop-corn notes, together with an excellent roasted coffee character and basmati rice type bottom note
augmenting	2	2	1.00	0.500	[0023] as used herein, the terms “alter” and “modify” in their various forms refer to a means of supplying or imparting a fragrance, aroma character or note to otherwise bland substances, or augmenting existing aroma characteristics where natural aroma is deficient in some regard, or supplementing a
mid-range	2	1	2.00	1.000	these are stronger, mid-range notes that emerge after the top and linger longest, as the ‘heart’ of the fragrance
developers	2	1	2.00	1.000	fragrance developers consider the scent of the compound, as well as its efficacy, degree of stability within the final formulation, activity during a product&#39;s shelf life, and lack of adverse reaction with the product or its intended function as a perfumed article
topical	2	2	1.00	0.500	additionally the invention provides a method for imparting, augmenting or enhancing the fragrance or aroma of a perfume composition, a topical treatment for skin or an article, such as a perfumed article, comprising the step of adding thereto or incorporating therein dihydronepetalactones, such as t
sodium	2	2	1.00	0.500	[0110] then, masking ability against chlorine smell of the sodium hypochlorite-based liquid bleach composition by the geometrical isomer composition of the compound (5) was investigated
box	2	4	0.50	0.500	thereafter, intensity of the odor of the air in the box and palatability were investigated by three expert panelists
palatability	2	13	0.15	0.500	thereafter, intensity of the odor of the air in the box and palatability were investigated by three expert panelists
disliked	2	2	1.00	0.500	[0015] unfortunately, the use of cyclohexyl in animal products, such as litter, often produces a disliked smell that prevents household pets from using such products and avoiding the use of the litter
forearms	2	4	0.50	0.500	[0077] 3) the fish solution was applied to each of the panelist&#39;s washed forearms, and the odor was rubbed in for 30 seconds and then rinsed for 15 seconds with water
camphoreceous	2	2	1.00	0.500	[0125] organoleptic properties: woody, camphoreceous, ginger odor b.p.=100-105° c./0.36 bars
humus	2	2	1.00	0.500	[0182] organoleptic properties: a woody, and humus odor, with patchouli and amber connotation ms (major isomer): 210 (m+, 18); 192 (17); 177 (31); 149 (100); 136 (25); 126 (41); [0183] 1 h-nmr: 0.96 (s, 3h); 1.00 (s, 3h), 1.12 (s, 3h); 1.05-1.65 (m, 15h); 1.85-1.95 (m, 2h)
tonalide	2	6	0.33	0.500	organoleptic properties: woody, musky, earthy odor with tonalide and cashmeran tonality as well as anisic and fruity notes ms (major isomer): 194 (m+, 2); 176 (57); 161 (69); 148 (100); 134 (21); 133 (23); 121 (73); 119 (49); 105 (54); 91 (35); 82 (39); 67 (31)
size	2	2	1.00	0.500	odors have been demonstrated to affect perceived quality of inanimate objects, first impressions of others, and perception of size of external space
external	2	2	1.00	0.500	odors have been demonstrated to affect perceived quality of inanimate objects, first impressions of others, and perception of size of external space
witho	2	2	1.00	0.500	[0025] noteworthy is furthermore how the compound of structure (i) rounds off the scents of a wide range of known compositions and harmonizes these without, however, being dominant in an unpleasant manner
walnuts	2	2	1.00	0.500	a comparative composition which was structured like formulation b, but did not contain component (i) according to the invention, collapsed in contrast thereto into individual components which minded the smeller of the bitter aroma of crunched lemon seeds, fat, leather and walnuts
forth	2	2	1.00	0.500	panelists were also allowed to switch back and forth and smell each sample as often as they wished
green-herbal	2	2	1.00	0.500	[0010] the flavor of the invention&#39;s dimethyl acetal has green-herbal and fruity notes, reminiscent of fresh cut grass or of the taste of (z)-3-hexen-1-ol, together with nice tea and aldehydic notes, which make said compound particularly useful to confer a taste of the green-tea type
rare	2	2	1.00	0.500	[0009] moreover, the odor of this compound is also highly persistent, which is quite rare for this family of green notes
dimethyl	2	2	1.00	0.500	said compound possesses an odor which is more vegetable, violet leaves and less fruity than the odor of the dimethyl analogue mentioned above
milder	2	4	0.50	0.500	the esters (13) of the alcohols (12), obtained via standard methods, for example using the acid anhydrides, develop milder but long-lasting woody notes which are also highly appreciated by fragrance formulators
prod	2	2	1.00	0.500	the term “fragrance industry” is used herein to denote not only perfumery in the strict sense of the word, but also other fields in which the odor of products is important, in particular cosmetics, cleaning products, air fresheners and the like
bactericides	2	2	1.00	0.500	description technical field the present invention relates to a method for retaining aroma and use thereof, more particularly, to a method for retaining aroma, aroma-retaining materials obtainable by the method; compositions comprising the aroma-retaining materials, such as foods, cosmetics, pharmace
processed	2	2	1.00	0.500	further, the resulting solid products can be freely processed into powdery aroma-retaining products
flavorful	2	2	1.00	0.500	by powdering the resulting block with a pulverizer and classifying, a flavorful aroma-retaining mirin was obtained
transformed	2	2	1.00	0.500	another problem is that the perfuming ingredients, once incorporated into a washing compositions, can also be unstable and be transformed into odor less or bad odorant compounds
ionic	2	3	0.67	0.500	it is thus the ionic character of the polymer that actually ensures the desired electrostatic repulsion of the polymer capsules
characters	2	2	1.00	0.500	for example, prms which have a high volatility and low substantivity are commonly used to give an initial impression of characters such as light, fresh, fruity, citrus, green or delicate floral to the fragrance oil—these characters are detected during or soon after application
exist	2	2	1.00	0.500	for example, lemon is unquestionably close to both rose and lime, because many compounds exist whose odor character uses these descriptors
historical	2	2	1.00	0.500	in one embodiment, compounds that have subtle nuances of certain odors are identified by comparison to historical data stored on relational databases and/or using neural networks
putative	2	2	1.00	0.500	the library can be assayed by comparing the odor character of a putative odorant with putative analogs to identify compounds that in theory would have the same or similar odorant character
analogs	2	2	1.00	0.500	the library can be assayed by comparing the odor character of a putative odorant with putative analogs to identify compounds that in theory would have the same or similar odorant character
substi	2	1	2.00	1.000	the odor of the compounds remains substantially the same with this substitution, whereas the odorant intensity can be dramatically improved
woody-floral	2	2	1.00	0.500	particularly preferred compounds of the present invention are represented by the formulae the compound of the formula ia has a lilial-vertofix-type note; ib displays a petigrain-green-type note; ic displays a peppery-woody-type note; id has an apple, myrtille and blackberries-like note; ie is linalo
customary	2	2	1.00	0.500	if the preparations according to the invention are bases for cosmetic deodorants/antiperspirants, then all of the customary active ingredients may be used advantageously, for example odor concealers, such as customary perfume constituents, odor absorbers, for example, the sheet silicates described i
biotin	2	1	2.00	1.000	further advantageous active ingredients are sericoside, pyridoxol, aminoguadine, phytochelatin, isoflavones (genistein, daidzein, daidzin, glycitin), niacin, tyrosine sulfate, dioic acid, adenosine, pyridoxine, arginine, vitamin k, biotin and aroma substances
repellants	2	2	1.00	0.500	an alcohol or carbonyl compound releasing siloxane, where the active ingredient can be illustrated by but not limited to adhesion promoters, adhesives, anti-aging agents, antioxidants, antiperspirants, antistatic agents, biocides, bittering agents, bleaching agents, brighteners, colorants, condition
opinion	2	2	1.00	0.500	because the authors were of the general opinion that the musk odor of cyclohexadecenones is not affected by the position of the double bond, they were not interested in isolating and characterizing the two individual isomers
requirements	2	2	1.00	0.500	there are preferred odorant or aroma mixtures in accordance with the invention (as characterized hereabove) in which the ratio of (e)-7-cyclohexadecen-1-one to (z)-7-cyclohexadecen-1-one is not more than 50:1 and preferably not more than 10:1, since otherwise the sensory character of the mixture wil
